week,country,region,sub_region,cases,deaths
2020-07-13,Deutschland,Rheinland-Pfalz,Westerwaldkreis,5,0
2020-07-13,Deutschland,Rheinland-Pfalz,Worms,1,0
2020-07-13,Deutschland,Saarland,Merzig-Wadern,1,0
2020-07-13,Deutschland,Saarland,Neunkirchen,1,0
2020-07-13,Deutschland,Saarland,Saarlouis,3,0
2020-07-13,Deutschland,Saarland,Saarpfalz-Kreis,5,0
2020-07-13,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,4,0
2020-07-20,Deutschland,Rheinland-Pfalz,Ahrweiler,4,0
2020-07-20,Deutschland,Rheinland-Pfalz,Altenkirchen,5,0
2020-07-20,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,1,0
2020-07-20,Deutschland,Rheinland-Pfalz,Bad Kreuznach,2,0
2020-07-20,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,16,0
2020-07-20,Deutschland,Rheinland-Pfalz,Birkenfeld,1,0
2020-07-20,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,9,0
2020-07-20,Deutschland,Rheinland-Pfalz,Germersheim,1,0
2020-07-20,Deutschland,Rheinland-Pfalz,Kaiserslautern,6,0
2020-07-20,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),4,0
2020-07-20,Deutschland,Rheinland-Pfalz,Koblenz,2,0
2020-07-20,Deutschland,Rheinland-Pfalz,Kusel,2,0
2020-07-20,Deutschland,Rheinland-Pfalz,Ludwigshafen,4,0
2020-07-20,Deutschland,Rheinland-Pfalz,Mainz,15,0
2020-07-20,Deutschland,Rheinland-Pfalz,Mainz-Bingen,5,0
2020-07-20,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,1,0
2020-07-20,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,5,0
2020-07-20,Deutschland,Rheinland-Pfalz,Neuwied,2,0
2020-07-20,Deutschland,Rheinland-Pfalz,Pirmasens,1,0
2020-07-20,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,3,0
2020-07-20,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,2,0
2020-07-20,Deutschland,Rheinland-Pfalz,Speyer,4,0
2020-07-20,Deutschland,Rheinland-Pfalz,Trier,4,0
2020-07-20,Deutschland,Rheinland-Pfalz,Trier-Saarburg,4,0
2020-07-20,Deutschland,Rheinland-Pfalz,Vulkaneifel,2,0
2020-07-20,Deutschland,Rheinland-Pfalz,Westerwaldkreis,3,0
2020-07-20,Deutschland,Saarland,Merzig-Wadern,8,0
2020-07-20,Deutschland,Saarland,Neunkirchen,6,0
2020-07-20,Deutschland,Saarland,Saarlouis,6,0
2020-07-20,Deutschland,Saarland,Saarpfalz-Kreis,1,0
2020-07-20,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,8,0
2020-07-27,Deutschland,Rheinland-Pfalz,Ahrweiler,3,0
2020-07-27,Deutschland,Rheinland-Pfalz,Altenkirchen,2,0
2020-07-27,Deutschland,Rheinland-Pfalz,Alzey-Worms,1,0
2020-07-27,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,1,0
2020-07-27,Deutschland,Rheinland-Pfalz,Bad Kreuznach,2,0
2020-07-27,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,4,0
2020-07-27,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,22,0
2020-07-27,Deutschland,Rheinland-Pfalz,Frankenthal,3,0
2020-07-27,Deutschland,Rheinland-Pfalz,Germersheim,1,0
2020-07-27,Deutschland,Rheinland-Pfalz,Kaiserslautern,7,0
2020-07-27,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),1,0
2020-07-27,Deutschland,Rheinland-Pfalz,Koblenz,11,0
2020-07-27,Deutschland,Rheinland-Pfalz,Kusel,6,0
2020-07-27,Deutschland,Rheinland-Pfalz,Landau i.d.Pfalz,1,0
2020-07-27,Deutschland,Rheinland-Pfalz,Ludwigshafen,10,0
2020-07-27,Deutschland,Rheinland-Pfalz,Mainz,11,0
2020-07-27,Deutschland,Rheinland-Pfalz,Mainz-Bingen,6,0
2020-07-27,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,9,0
2020-07-27,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,3,0
2020-07-27,Deutschland,Rheinland-Pfalz,Neuwied,13,0
2020-07-27,Deutschland,Rheinland-Pfalz,Pirmasens,1,0
2020-07-27,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,1,0
2020-07-27,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,2,0
2020-07-27,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,4,0
2020-07-27,Deutschland,Rheinland-Pfalz,Trier,5,0
2020-07-27,Deutschland,Rheinland-Pfalz,Trier-Saarburg,14,0
2020-07-27,Deutschland,Rheinland-Pfalz,Westerwaldkreis,7,0
2020-07-27,Deutschland,Rheinland-Pfalz,Worms,3,0
2020-07-27,Deutschland,Saarland,Merzig-Wadern,3,0
2020-07-27,Deutschland,Saarland,Neunkirchen,2,0
2020-07-27,Deutschland,Saarland,Saarlouis,2,0
2020-07-27,Deutschland,Saarland,Saarpfalz-Kreis,2,0
2020-07-27,Deutschland,Saarland,Sankt Wendel,4,0
2020-07-27,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,18,0
2020-08-03,Deutschland,Rheinland-Pfalz,Ahrweiler,14,0
2020-08-03,Deutschland,Rheinland-Pfalz,Altenkirchen,1,0
2020-08-03,Deutschland,Rheinland-Pfalz,Alzey-Worms,6,0
2020-08-03,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,2,0
2020-08-03,Deutschland,Rheinland-Pfalz,Bad Kreuznach,6,0
2020-08-03,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,5,0
2020-08-03,Deutschland,Rheinland-Pfalz,Birkenfeld,3,1
2020-08-03,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,14,0
2020-08-03,Deutschland,Rheinland-Pfalz,Cochem-Zell,3,0
2020-08-03,Deutschland,Rheinland-Pfalz,Donnersbergkreis,1,0
2020-08-03,Deutschland,Rheinland-Pfalz,Germersheim,13,0
2020-08-03,Deutschland,Rheinland-Pfalz,Kaiserslautern,6,0
2020-08-03,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),3,0
2020-08-03,Deutschland,Rheinland-Pfalz,Koblenz,6,0
2020-08-03,Deutschland,Rheinland-Pfalz,Kusel,8,0
2020-08-03,Deutschland,Rheinland-Pfalz,Landau i.d.Pfalz,1,0
2020-08-03,Deutschland,Rheinland-Pfalz,Ludwigshafen,42,0
2020-08-03,Deutschland,Rheinland-Pfalz,Mainz,24,0
2020-08-03,Deutschland,Rheinland-Pfalz,Mainz-Bingen,15,0
2020-08-03,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,6,0
2020-08-03,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,2,0
2020-08-03,Deutschland,Rheinland-Pfalz,Neuwied,10,0
2020-08-03,Deutschland,Rheinland-Pfalz,Pirmasens,2,0
2020-08-03,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,7,0
2020-08-03,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,6,0
2020-08-03,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,2,0
2020-08-03,Deutschland,Rheinland-Pfalz,SÃ¼dliche WeinstraÃŸe,7,0
2020-08-03,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,2,0
2020-08-03,Deutschland,Rheinland-Pfalz,Speyer,6,0
2020-08-03,Deutschland,Rheinland-Pfalz,Trier,8,0
2020-08-03,Deutschland,Rheinland-Pfalz,Trier-Saarburg,10,0
2020-08-03,Deutschland,Rheinland-Pfalz,Vulkaneifel,3,0
2020-08-03,Deutschland,Rheinland-Pfalz,Westerwaldkreis,31,0
2020-08-03,Deutschland,Rheinland-Pfalz,Worms,5,0
2020-08-03,Deutschland,Saarland,Merzig-Wadern,7,0
2020-08-03,Deutschland,Saarland,Neunkirchen,3,0
2020-08-03,Deutschland,Saarland,Saarlouis,10,0
2020-08-03,Deutschland,Saarland,Saarpfalz-Kreis,10,0
2020-08-03,Deutschland,Saarland,Sankt Wendel,1,0
2020-08-03,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,10,0
2020-08-10,Deutschland,Rheinland-Pfalz,Ahrweiler,18,0
2020-08-10,Deutschland,Rheinland-Pfalz,Altenkirchen,10,0
2020-08-10,Deutschland,Rheinland-Pfalz,Alzey-Worms,12,0
2020-08-10,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,9,0
2020-08-10,Deutschland,Rheinland-Pfalz,Bad Kreuznach,23,0
2020-08-10,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,6,0
2020-08-10,Deutschland,Rheinland-Pfalz,Birkenfeld,6,0
2020-08-10,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,7,0
2020-08-10,Deutschland,Rheinland-Pfalz,Cochem-Zell,3,0
2020-08-10,Deutschland,Rheinland-Pfalz,Donnersbergkreis,12,0
2020-08-10,Deutschland,Rheinland-Pfalz,Frankenthal,9,0
2020-08-10,Deutschland,Rheinland-Pfalz,Germersheim,12,0
2020-08-10,Deutschland,Rheinland-Pfalz,Kaiserslautern,14,0
2020-08-10,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),3,0
2020-08-10,Deutschland,Rheinland-Pfalz,Koblenz,16,0
2020-08-10,Deutschland,Rheinland-Pfalz,Kusel,1,0
2020-08-10,Deutschland,Rheinland-Pfalz,Landau i.d.Pfalz,2,0
2020-08-10,Deutschland,Rheinland-Pfalz,Ludwigshafen,37,0
2020-08-10,Deutschland,Rheinland-Pfalz,Mainz,29,0
2020-08-10,Deutschland,Rheinland-Pfalz,Mainz-Bingen,20,0
2020-08-10,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,7,0
2020-08-10,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,9,0
2020-08-10,Deutschland,Rheinland-Pfalz,Neuwied,14,1
2020-08-10,Deutschland,Rheinland-Pfalz,Pirmasens,1,0
2020-08-10,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,8,0
2020-08-10,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,8,0
2020-08-10,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,15,0
2020-08-10,Deutschland,Rheinland-Pfalz,SÃ¼dliche WeinstraÃŸe,4,0
2020-08-10,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,5,0
2020-08-10,Deutschland,Rheinland-Pfalz,Speyer,10,0
2020-08-10,Deutschland,Rheinland-Pfalz,Trier,13,0
2020-08-10,Deutschland,Rheinland-Pfalz,Trier-Saarburg,8,0
2020-08-10,Deutschland,Rheinland-Pfalz,Vulkaneifel,1,0
2020-08-10,Deutschland,Rheinland-Pfalz,Westerwaldkreis,16,0
2020-08-10,Deutschland,Rheinland-Pfalz,Worms,12,0
2020-08-10,Deutschland,Rheinland-Pfalz,ZweibrÃ¼cken,3,0
2020-08-10,Deutschland,Saarland,Merzig-Wadern,15,0
2020-08-10,Deutschland,Saarland,Neunkirchen,10,0
2020-08-10,Deutschland,Saarland,Saarlouis,18,0
2020-08-10,Deutschland,Saarland,Saarpfalz-Kreis,22,0
2020-08-10,Deutschland,Saarland,Sankt Wendel,5,0
2020-08-10,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,7,0
2020-08-17,Deutschland,Rheinland-Pfalz,Ahrweiler,25,1
2020-08-17,Deutschland,Rheinland-Pfalz,Altenkirchen,3,0
2020-08-17,Deutschland,Rheinland-Pfalz,Alzey-Worms,19,0
2020-08-17,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,7,0
2020-08-17,Deutschland,Rheinland-Pfalz,Bad Kreuznach,31,0
2020-08-17,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,9,0
2020-08-17,Deutschland,Rheinland-Pfalz,Birkenfeld,13,0
2020-08-17,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,3,0
2020-08-17,Deutschland,Rheinland-Pfalz,Cochem-Zell,5,0
2020-08-17,Deutschland,Rheinland-Pfalz,Donnersbergkreis,1,0
2020-08-17,Deutschland,Rheinland-Pfalz,Frankenthal,5,0
2020-08-17,Deutschland,Rheinland-Pfalz,Germersheim,41,0
2020-08-17,Deutschland,Rheinland-Pfalz,Kaiserslautern,17,0
2020-08-17,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),21,0
2020-08-17,Deutschland,Rheinland-Pfalz,Koblenz,16,0
2020-08-17,Deutschland,Rheinland-Pfalz,Kusel,8,0
2020-08-17,Deutschland,Rheinland-Pfalz,Landau i.d.Pfalz,9,0
2020-08-17,Deutschland,Rheinland-Pfalz,Ludwigshafen,32,0
2020-08-17,Deutschland,Rheinland-Pfalz,Mainz,30,0
2020-08-17,Deutschland,Rheinland-Pfalz,Mainz-Bingen,38,0
2020-08-17,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,15,0
2020-08-17,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,6,0
2020-08-17,Deutschland,Rheinland-Pfalz,Neuwied,20,0
2020-08-17,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,14,0
2020-08-17,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,9,0
2020-08-17,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,18,0
2020-08-17,Deutschland,Rheinland-Pfalz,SÃ¼dliche WeinstraÃŸe,4,0
2020-08-17,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,8,0
2020-08-17,Deutschland,Rheinland-Pfalz,Speyer,9,0
2020-08-17,Deutschland,Rheinland-Pfalz,Trier,8,1
2020-08-17,Deutschland,Rheinland-Pfalz,Trier-Saarburg,8,0
2020-08-17,Deutschland,Rheinland-Pfalz,Vulkaneifel,4,0
2020-08-17,Deutschland,Rheinland-Pfalz,Westerwaldkreis,21,0
2020-08-17,Deutschland,Rheinland-Pfalz,Worms,21,0
2020-08-17,Deutschland,Saarland,Merzig-Wadern,4,0
2020-08-17,Deutschland,Saarland,Neunkirchen,7,0
2020-08-17,Deutschland,Saarland,Saarlouis,25,0
2020-08-17,Deutschland,Saarland,Saarpfalz-Kreis,11,0
2020-08-17,Deutschland,Saarland,Sankt Wendel,2,1
2020-08-17,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,25,0
2020-08-24,Deutschland,Rheinland-Pfalz,Ahrweiler,17,0
2020-08-24,Deutschland,Rheinland-Pfalz,Altenkirchen,9,0
2020-08-24,Deutschland,Rheinland-Pfalz,Alzey-Worms,5,0
2020-08-24,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,5,0
2020-08-24,Deutschland,Rheinland-Pfalz,Bad Kreuznach,20,0
2020-08-24,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,5,0
2020-08-24,Deutschland,Rheinland-Pfalz,Birkenfeld,2,0
2020-08-24,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,3,0
2020-08-24,Deutschland,Rheinland-Pfalz,Cochem-Zell,5,0
2020-08-24,Deutschland,Rheinland-Pfalz,Donnersbergkreis,4,0
2020-08-24,Deutschland,Rheinland-Pfalz,Frankenthal,4,0
2020-08-24,Deutschland,Rheinland-Pfalz,Germersheim,17,0
2020-08-24,Deutschland,Rheinland-Pfalz,Kaiserslautern,15,0
2020-08-24,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),12,0
2020-08-24,Deutschland,Rheinland-Pfalz,Koblenz,8,0
2020-08-24,Deutschland,Rheinland-Pfalz,Kusel,3,0
2020-08-24,Deutschland,Rheinland-Pfalz,Landau i.d.Pfalz,3,0
2020-08-24,Deutschland,Rheinland-Pfalz,Ludwigshafen,42,0
2020-08-24,Deutschland,Rheinland-Pfalz,Mainz,31,0
2020-08-24,Deutschland,Rheinland-Pfalz,Mainz-Bingen,11,0
2020-08-24,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,14,0
2020-08-24,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,2,0
2020-08-24,Deutschland,Rheinland-Pfalz,Neuwied,18,0
2020-08-24,Deutschland,Rheinland-Pfalz,Pirmasens,3,1
2020-08-24,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,5,0
2020-08-24,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,5,0
2020-08-24,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,20,0
2020-08-24,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,6,0
2020-08-24,Deutschland,Rheinland-Pfalz,Speyer,3,0
2020-08-24,Deutschland,Rheinland-Pfalz,Trier,8,0
2020-08-24,Deutschland,Rheinland-Pfalz,Trier-Saarburg,63,1
2020-08-24,Deutschland,Rheinland-Pfalz,Vulkaneifel,1,0
2020-08-24,Deutschland,Rheinland-Pfalz,Westerwaldkreis,11,0
2020-08-24,Deutschland,Rheinland-Pfalz,Worms,5,0
2020-08-24,Deutschland,Saarland,Merzig-Wadern,10,0
2020-08-24,Deutschland,Saarland,Neunkirchen,2,0
2020-08-24,Deutschland,Saarland,Saarlouis,24,0
2020-08-24,Deutschland,Saarland,Saarpfalz-Kreis,8,0
2020-08-24,Deutschland,Saarland,Sankt Wendel,1,0
2020-08-24,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,20,0
2020-08-31,Deutschland,Rheinland-Pfalz,Ahrweiler,30,0
2020-08-31,Deutschland,Rheinland-Pfalz,Altenkirchen,12,1
2020-08-31,Deutschland,Rheinland-Pfalz,Alzey-Worms,10,0
2020-08-31,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,5,0
2020-08-31,Deutschland,Rheinland-Pfalz,Bad Kreuznach,5,0
2020-08-31,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,3,0
2020-08-31,Deutschland,Rheinland-Pfalz,Birkenfeld,3,0
2020-08-31,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,9,1
2020-08-31,Deutschland,Rheinland-Pfalz,Cochem-Zell,3,0
2020-08-31,Deutschland,Rheinland-Pfalz,Donnersbergkreis,9,0
2020-08-31,Deutschland,Rheinland-Pfalz,Frankenthal,4,0
2020-08-31,Deutschland,Rheinland-Pfalz,Germersheim,15,0
2020-08-31,Deutschland,Rheinland-Pfalz,Kaiserslautern,6,0
2020-08-31,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),10,0
2020-08-31,Deutschland,Rheinland-Pfalz,Koblenz,2,0
2020-08-31,Deutschland,Rheinland-Pfalz,Kusel,1,0
2020-08-31,Deutschland,Rheinland-Pfalz,Landau i.d.Pfalz,4,0
2020-08-31,Deutschland,Rheinland-Pfalz,Ludwigshafen,25,0
2020-08-31,Deutschland,Rheinland-Pfalz,Mainz,45,0
2020-08-31,Deutschland,Rheinland-Pfalz,Mainz-Bingen,17,0
2020-08-31,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,4,0
2020-08-31,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,1,0
2020-08-31,Deutschland,Rheinland-Pfalz,Neuwied,17,0
2020-08-31,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,7,0
2020-08-31,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,4,0
2020-08-31,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,13,0
2020-08-31,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,1,0
2020-08-31,Deutschland,Rheinland-Pfalz,Speyer,3,0
2020-08-31,Deutschland,Rheinland-Pfalz,Trier,14,0
2020-08-31,Deutschland,Rheinland-Pfalz,Trier-Saarburg,14,1
2020-08-31,Deutschland,Rheinland-Pfalz,Vulkaneifel,5,0
2020-08-31,Deutschland,Rheinland-Pfalz,Westerwaldkreis,14,0
2020-08-31,Deutschland,Rheinland-Pfalz,Worms,13,0
2020-08-31,Deutschland,Rheinland-Pfalz,ZweibrÃ¼cken,5,0
2020-08-31,Deutschland,Saarland,Merzig-Wadern,2,0
2020-08-31,Deutschland,Saarland,Neunkirchen,9,0
2020-08-31,Deutschland,Saarland,Saarlouis,10,0
2020-08-31,Deutschland,Saarland,Saarpfalz-Kreis,10,0
2020-08-31,Deutschland,Saarland,Sankt Wendel,2,0
2020-08-31,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,20,0
2020-09-07,Deutschland,Rheinland-Pfalz,Ahrweiler,6,0
2020-09-07,Deutschland,Rheinland-Pfalz,Altenkirchen,9,0
2020-09-07,Deutschland,Rheinland-Pfalz,Alzey-Worms,8,0
2020-09-07,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,5,0
2020-09-07,Deutschland,Rheinland-Pfalz,Bad Kreuznach,15,0
2020-09-07,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,4,0
2020-09-07,Deutschland,Rheinland-Pfalz,Birkenfeld,2,0
2020-09-07,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,8,0
2020-09-07,Deutschland,Rheinland-Pfalz,Cochem-Zell,5,0
2020-09-07,Deutschland,Rheinland-Pfalz,Donnersbergkreis,8,1
2020-09-07,Deutschland,Rheinland-Pfalz,Frankenthal,8,0
2020-09-07,Deutschland,Rheinland-Pfalz,Germersheim,14,0
2020-09-07,Deutschland,Rheinland-Pfalz,Kaiserslautern,15,0
2020-09-07,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),13,0
2020-09-07,Deutschland,Rheinland-Pfalz,Koblenz,7,0
2020-09-07,Deutschland,Rheinland-Pfalz,Kusel,4,0
2020-09-07,Deutschland,Rheinland-Pfalz,Landau i.d.Pfalz,1,0
2020-09-07,Deutschland,Rheinland-Pfalz,Ludwigshafen,26,0
2020-09-07,Deutschland,Rheinland-Pfalz,Mainz,61,1
2020-09-07,Deutschland,Rheinland-Pfalz,Mainz-Bingen,26,0
2020-09-07,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,7,0
2020-09-07,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,4,0
2020-09-07,Deutschland,Rheinland-Pfalz,Neuwied,33,0
2020-09-07,Deutschland,Rheinland-Pfalz,Pirmasens,5,0
2020-09-07,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,3,0
2020-09-07,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,10,0
2020-09-07,Deutschland,Rheinland-Pfalz,SÃ¼dliche WeinstraÃŸe,9,0
2020-09-07,Deutschland,Rheinland-Pfalz,SÃ¼dwestpfalz,2,0
2020-09-07,Deutschland,Rheinland-Pfalz,Speyer,5,0
2020-09-07,Deutschland,Rheinland-Pfalz,Trier,11,0
2020-09-07,Deutschland,Rheinland-Pfalz,Trier-Saarburg,21,0
2020-09-07,Deutschland,Rheinland-Pfalz,Vulkaneifel,3,0
2020-09-07,Deutschland,Rheinland-Pfalz,Westerwaldkreis,30,0
2020-09-07,Deutschland,Rheinland-Pfalz,Worms,23,0
2020-09-07,Deutschland,Rheinland-Pfalz,ZweibrÃ¼cken,3,0
2020-09-07,Deutschland,Saarland,Merzig-Wadern,5,1
2020-09-07,Deutschland,Saarland,Neunkirchen,2,0
2020-09-07,Deutschland,Saarland,Saarlouis,12,0
2020-09-07,Deutschland,Saarland,Saarpfalz-Kreis,9,0
2020-09-07,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,18,0
2020-09-14,Deutschland,Rheinland-Pfalz,Ahrweiler,14,0
2020-09-14,Deutschland,Rheinland-Pfalz,Altenkirchen,7,0
2020-09-14,Deutschland,Rheinland-Pfalz,Alzey-Worms,10,0
2020-09-14,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,8,0
2020-09-14,Deutschland,Rheinland-Pfalz,Bad Kreuznach,15,1
2020-09-14,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,5,0
2020-09-14,Deutschland,Rheinland-Pfalz,Birkenfeld,1,0
2020-09-14,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,5,0
2020-09-14,Deutschland,Rheinland-Pfalz,Cochem-Zell,7,0
2020-09-14,Deutschland,Rheinland-Pfalz,Donnersbergkreis,8,2
2020-09-14,Deutschland,Rheinland-Pfalz,Frankenthal,2,0
2020-09-14,Deutschland,Rheinland-Pfalz,Germersheim,32,0
2020-09-14,Deutschland,Rheinland-Pfalz,Kaiserslautern,13,0
2020-09-14,Deutschland,Rheinland-Pfalz,Kaiserslautern (Kreisfreie Stadt),6,0
2020-09-14,Deutschland,Rheinland-Pfalz,Koblenz,7,1
2020-09-14,Deutschland,Rheinland-Pfalz,Kusel,2,0
2020-09-14,Deutschland,Rheinland-Pfalz,Landau i.d.Pfalz,1,0
2020-09-14,Deutschland,Rheinland-Pfalz,Ludwigshafen,24,0
2020-09-14,Deutschland,Rheinland-Pfalz,Mainz,42,0
2020-09-14,Deutschland,Rheinland-Pfalz,Mainz-Bingen,12,0
2020-09-14,Deutschland,Rheinland-Pfalz,Mayen-Koblenz,20,1
2020-09-14,Deutschland,Rheinland-Pfalz,Neustadt a.d.WeinstraÃŸe,2,0
2020-09-14,Deutschland,Rheinland-Pfalz,Neuwied,21,0
2020-09-14,Deutschland,Rheinland-Pfalz,Pirmasens,2,0
2020-09-14,Deutschland,Rheinland-Pfalz,Rhein-HunsrÃ¼ck-Kreis,9,0
2020-09-14,Deutschland,Rheinland-Pfalz,Rhein-Lahn-Kreis,1,0
2020-09-14,Deutschland,Rheinland-Pfalz,Rhein-Pfalz-Kreis,3,0
2020-09-14,Deutschland,Rheinland-Pfalz,SÃ¼dliche WeinstraÃŸe,8,0
2020-09-14,Deutschland,Rheinland-Pfalz,Speyer,7,0
2020-09-14,Deutschland,Rheinland-Pfalz,Trier,6,0
2020-09-14,Deutschland,Rheinland-Pfalz,Trier-Saarburg,9,0
2020-09-14,Deutschland,Rheinland-Pfalz,Westerwaldkreis,31,0
2020-09-14,Deutschland,Rheinland-Pfalz,Worms,18,0
2020-09-14,Deutschland,Rheinland-Pfalz,ZweibrÃ¼cken,4,0
2020-09-14,Deutschland,Saarland,Merzig-Wadern,8,0
2020-09-14,Deutschland,Saarland,Neunkirchen,15,1
2020-09-14,Deutschland,Saarland,Saarlouis,12,0
2020-09-14,Deutschland,Saarland,Saarpfalz-Kreis,10,0
2020-09-14,Deutschland,Saarland,Sankt Wendel,1,0
2020-09-14,Deutschland,Saarland,Stadtverband SaarbrÃ¼cken,16,0
2020-09-21,Deutschland,Rheinland-Pfalz,Ahrweiler,5,0
2020-09-21,Deutschland,Rheinland-Pfalz,Altenkirchen,15,0
2020-09-21,Deutschland,Rheinland-Pfalz,Alzey-Worms,18,0
2020-09-21,Deutschland,Rheinland-Pfalz,Bad DÃ¼rkheim,14,0
2020-09-21,Deutschland,Rheinland-Pfalz,Bad Kreuznach,13,0
2020-09-21,Deutschland,Rheinland-Pfalz,Bernkastel-Wittlich,14,0
2020-09-21,Deutschland,Rheinland-Pfalz,Birkenfeld,4,0
2020-09-21,Deutschland,Rheinland-Pfalz,Bitburg-PrÃ¼m,3,0
2020-09-21,Deutschland,Rheinland-Pfalz,Cochem-Zell,2,0
